title,date,name,topic,thumbnail,notes,collectionsURL,objectType
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1809-11-01""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317192,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Esther Copp,"{""date made"": ""1809-09-20""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317191,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter from Samuel to Mary Copp,"{""date made"": ""1809-07-09""}","{""recipient"": ""Copp, Mary Esther"", ""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317190,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Receipt from Daniel Copp from Jonathan Copp,"{""Date made"": ""1797"", ""associated date"": ""1797 01 24""}","{""associated person"": ""Copp, Jr., Samuel""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066203/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317176,"{""Object Name"": ""receipt"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Receipt from Nathan Cobb to Samuel Copp,"{""Date made"": ""1791"", ""associated date"": ""1791 08 25""}","{""associated person"": ""Copp, Jr., Samuel""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066201/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317175,"{""Object Name"": ""receipt"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Receipt from Nathan Cobb to Samuel Copp,"{""Date made"": ""1789"", ""associated date"": ""1789 04 18""}","{""associated person"": ""Copp, Jr., Samuel""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066199/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317174,"{""Object Name"": ""receipt"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Receipt from Joseph Copp to Samuel Copp,"{""Date made"": ""1787"", ""associated date"": ""1787 12""}","{""associated person"": ""Copp, Jr., Samuel\nCopp, Joseph"", ""maker"": ""Copp, Joseph""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066197/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317173,"{""Object Name"": ""receipt"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
"Joseph Copp, Reciept for Inheritance","{""Date made"": ""1773""}","{""originator (author or composer, etc.)"": ""Copp, Joseph"", ""recipient"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Joseph""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066181/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317168,"{""Object Name"": ""reciept"", ""Other Terms"": ""Reciept; Sheet (Paper); Manuscript""}"
Deed from Samuel Copp to Joseph Denison,"{""Date made"": ""1776""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066179/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_317167,"{""Object Name"": ""deed"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Eliza Phelps,"{""date made"": ""1807-04-02""}","{""recipient"": ""Copp, Mary Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316391,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Valentine verses,"{""date made"": ""1771-05-09\n1797-04"", ""associated date"": ""1797 04""}","{""owner"": ""Copp Family""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066292/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316323,"{""Object Name"": ""manuscript""}"
Poem on May,"{""date made"": ""1799"", ""associated date"": ""1799""}","{""owner"": ""Copp Family""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066218/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316291,"{""Object Name"": ""manuscript""}"
Letter to a young gentleman at school,"{""Date made"": ""1792-01-17""}","{""owner"": ""Copp Family""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066205/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316286,"{""Object Name"": ""manuscript""}"
Invitation to Ball,"{""Date made"": ""1808""}","{""originator (author or composer, etc.)"": ""Brown"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Brown""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066165/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316278,"{""Object Name"": ""sheet (paper)"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Esther Copp's Copybook,"{""date inscribed"": ""1793 - 1794"", ""date paper made"": ""1792 - 1793"", ""inscribed dates"": ""1793 - 1794""}","{""associated person"": ""Copp, Esther"", ""maker"": ""Copp, Esther""}","{""Subject"": ""Handwriting\nSchool\nEducation, elementary"", ""referenced"": ""Education- girls""}","https://ids.si.edu/ids/iiif/NMAH-AHB2014q069460/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316277,"{""Object Name"": ""manuscript"", ""Object Type"": ""copybooks"", ""Other Terms"": ""Pamphlet; Manuscript""}"
Valentine Card,"{""date made"": ""1800 - 1840""}",,,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066168/full/250,/0/default.jpg","{""Description"": ""This is a Valentine card that belonged to a member of the Copp family of Stonington, Connecticut during the 18th century. Both sides of the card have rhyming couplets of verse professing love.\nSide One: Even so my heart with lovesick pain/Sore wounded is and broken twain/That heart that you do none behold/Will break when you these lines unfold.\nSide Two: To say that I falselines have pen\u2019d/No power of envy can pretend/I write the passions of my love/On the outside sweet turtle love.\nThe Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316275,"{""Object Name"": ""valentine"", ""Other Terms"": ""Sheet; Manuscript""}"
Home bound almanacs,"{""date made"": ""1800-1833""}",,,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066731/full/250,/0/default.jpg","{""Description"": ""This object contains almanacs published from 1800-1833, hand-bound together in tan linen. The almanac (archaically spelled almanack) spread valuable information during a time when newspapers were scarce. Their popularity with the public and low overhead made them attractive for publishers as well. While almanacs may be known for their farmer\u2019s calendar or weather forecasts, they also served as calendars that marked holidays and feast days, and notable historic dates. The calendar also tracked the transit of celestial bodies and included related astrological guidance. Additional materials included literary extracts, poetry, a list of roads and their mileage to major cities, medical advice, cooking recipes, patent notices, rates of interest, short histories, political discussions, schedules of courts, and practical advice. The diversity of topics made the almanac useful for every strata of society, creating an early form of mainstream culture. Almanacs were usually just bound by sewing, but the Copp\u2019s compiled these into one bound volume, speaking to its usefulness as a resource even after the year they were published had passed.\nThe Copp Collection contains about 150 books of early American imprint and shows a wide range of reading matter typical of a New England Puritan family living in a port town. Literacy was expected of many New Englanders, as Puritan doctrine required everyone to read the Bible. The abundance of multiple Bibles, psalms, hymnodies, sermons, and morality tales reflects the Copp\u2019s religious beliefs. Other highlights of the library include the works of Shakespeare, almanacs, historical and political texts, and travel narratives.\nThe Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316266,"{""Object Name"": ""book""}"
The American Coast Pilot,"{""date made"": ""1798"", ""date of bookseller's advertisement"": ""1798-07-30"", ""date new beacon placed"": ""1798-08-18""}","{""user"": ""Copp Family""}","{""Subject"": ""Books\nMaritime\nNavigation""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316262,"{""Object Name"": ""book""}"
Letter to Esther Copp from Samuel Copp,"{""date made"": ""1807-03-16""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316155,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Samuel Copp from Esther Copp,"{""date made"": ""1807-03""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""recipient"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316154,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Sarah Rathbone,"{""date made"": ""1807-03-12""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316153,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Samuel Copp from Clarissa Hartland,"{""date made"": ""1807-02-23""}","{""recipient"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316152,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1807-01-22""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316151,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-12-27""}","{""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316150,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-11-13""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316149,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-10-26""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316148,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp and Esther Copp from Samuel Copp,"{""date made"": ""1806-09-25""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316147,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-09-22""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316146,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-09-22""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316145,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-09-17""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316144,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-08-31""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316143,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to his family from Samuel Copp,"{""date made"": ""1806-06-24""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316142,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Sarah Rathbone,"{""date made"": ""1806-06""}","{""originator (author or composer, etc.)"": ""Copp, Mary Esther\nCopp, Esther"", ""recipient"": ""Rathbone, Sarah"", ""Maker"": ""Copp, Mary"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316141,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1806-05-21""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316140,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter probably to Esther Copp from Mary Copp,"{""date made"": ""1806-03-30""}","{""originator (author or composer, etc.)"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Mary""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316139,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1806-02-22""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316138,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1806-01-25""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316137,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
"Letter to ""Dear Children"" from Samuel and Dolly Copp","{""date made"": ""1806-01-22""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316136,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1805-12-28""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316135,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1805-09-04""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316133,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Samuel Copp from Peleg Brown,"{""date made"": ""1805-06-23""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Brown, Peleg"", ""originator (author, etc.)"": ""Brown, Peleg""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316132,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
